Hub,Servicing Site,REMS Proerty ID,Property Name,Project Street Address 1,Project City Address,Project State,Project Zip Code,Project Zip Code Plus 4,Project Occupancy Date,Project FHA Number,SOA Numeric Name,SOA Description,Project Number of Units,Project Number of Assisted Units,Initial Endorsement Date,Final Endorsement Date,Loan Maturity Date,Original Mortgage Amount,Original Interest Rate,Amortized Unpaid Principal Balance,Owner Organization Name
Atlanta,Atlanta,800012294,TURNER MEMORIAL RETIREMENT VILLAGE,32654 Highway 57 Ofc,Leakesville,MS,39451,3067,01-Jul-87,065EH106,202,202/8 Direct Loan/ Elderly-Handicapped,30,30,31-Jul-86,20-May-88,01-Dec-27,"$949,900.00",9.25,"$240,979.82","Greene County Retirement Systems, Inc. DBA Turner Memorial"
Atlanta,Atlanta,800012296,UNITA BLACKWELL ESTATES,100 ROSEBUD ST,MAYERSVILLE,MS,39113,,02-Dec-87,065EH104,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,08-May-87,11-Apr-88,01-May-37,"$279,421.51",3,"$210,872.15",The National Caucus and Center on Black Aged Housi
Atlanta,Atlanta,800012296,UNITA BLACKWELL ESTATES,100 ROSEBUD ST,MAYERSVILLE,MS,39113,,02-Dec-87,065EH104,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,08-May-87,11-Apr-88,01-May-37,"$279,421.51",3,"$210,872.15",The National Caucus and Center on Black Aged Housi
Atlanta,Atlanta,800020514,SRVS GROUP HOME I,6591 IMPERIAL OAK DR,MEMPHIS,TN,38115,4207,24-Mar-92,081EH147,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,30-Sep-91,18-Mar-93,01-May-32,"$206,100.00",9,"$104,036.17","SRVS Group Home I, Inc."
Atlanta,Atlanta,800012186,MALMAISON VILLAS,907 Gordon St,Greenwood,MS,38930,5200,24-Apr-90,065EH157,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,28-Sep-89,11-Dec-90,01-Nov-30,"$1,095,700.00",9.25,"$477,332.86","Malmaison Villas, Inc."
Atlanta,Atlanta,800004770,Colbert Square,211 Woodpark PL,WOODSTOCK,GA,30188,3765,19-Sep-89,061EH200,202,202/8 Direct Loan/ Elderly-Handicapped,70,70,29-Sep-89,28-Jan-93,01-Aug-32,"$3,011,300.00",9.25,"$1,289,217.81",Georgia Elderly Housing Inc
Atlanta,Atlanta,800020162,CROCKETT RESIDENTIAL,1010 Arnold RD,GREENVILLE,TN,37743,3008,04-Apr-90,087EH133,202,202/8 Direct Loan/ Elderly-Handicapped,10,10,10-Oct-89,15-Mar-91,01-Jun-30,"$328,600.00",9.25,"$135,558.34",Crockett Residential Development Corporation
Atlanta,Atlanta,800020112,BROOKVIEW GROUP HOME,490 Cleveland Ave,Pikeville,TN,37367,5226,15-Aug-84,087EH070,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,15-Dec-83,23-Dec-85,01-Jan-25,"$262,300.00",9.25,"$4,111.56",Hamilton County Mental Health Assoc. Housing Corp.
Atlanta,Atlanta,800020290,KC HOME of MORRISTOWN,615 Gammon AVE,MORRISTOWN,TN,37814,4835,28-Nov-84,087EH052,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Mar-84,23-Dec-85,01-Apr-25,"$308,900.00",9.25,"$11,932.00","K. C. Home of Morristown, Inc."
Atlanta,Atlanta,800004677,CARS III Inc,6729 Key ST,SAVANNAH,GA,31406,2832,26-Aug-87,061EH121,202,202/8 Direct Loan/ Elderly-Handicapped,7,6,12-May-87,30-Sep-88,01-Dec-27,"$148,900.00",9.25,"$37,784.54","CARS III, Inc."
Atlanta,Atlanta,800004675,CARS IV Inc,7220 Seawright DR,SAVANNAH,GA,31406,2704,04-Apr-90,061EH179,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,28-Sep-89,26-Apr-91,01-May-30,"$380,100.00",8.375,"$145,052.80","CARS IV, Inc."
Atlanta,Atlanta,800004676,CARS V Inc,1915 E 51 ST,SAVANNAH,GA,31404,4807,21-Oct-91,061EH213,202,202/8 Direct Loan/ Elderly-Handicapped,6,5,23-May-91,25-Mar-93,01-Dec-31,"$163,500.00",8.375,"$75,652.12","CARS V, Inc."
Atlanta,Atlanta,800007543,CASTLEWOOD PRADER-WILLI GROUP HOME,531 E. LOUDON AVE,LEXINGTON,KY,40505,3641,26-Mar-91,083EH239,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,27-Sep-90,29-Oct-91,01-May-31,"$278,900.00",8.375,"$120,820.16","Castlewood, Inc."
Atlanta,Atlanta,800007514,BRAUCHVIEW APARTMENTS,311-A  BOURBON CT,BARDSTOWN,KY,40008,1947,23-Jul-91,083EH236,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,24-Aug-90,29-Oct-91,01-Jul-31,"$337,500.00",8.375,"$149,578.09",Brauchview Inc
Atlanta,Atlanta,800004694,Coffee County Resources,1019 E Ward ST,DOUGLAS,GA,31533,1191,28-Feb-91,061EH197,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Sep-90,06-Jul-92,01-Apr-31,"$325,100.00",8.375,"$145,835.61","Coffee County Resources, Inc."
Atlanta,Atlanta,800000169,BRADLEY HOMES #3,300 EXECUTIVE PKY,GREENVILLE,AL,36037,3752,03-Jan-89,062EH201,202,202/8 Direct Loan/ Elderly-Handicapped,30,29,08-Mar-88,31-May-89,01-Mar-29,"$885,000.00",9,"$293,044.15","Bradley Homes for the Elderly #3, Inc."
Atlanta,Atlanta,800012064,COLEMAN CRAWFORD ESTATES,2780 COLLEGE ST,HERNANDO,MS,38632,2500,07-Sep-88,065EH105,202,202/8 Direct Loan/ Elderly-Handicapped,50,50,26-Jan-88,30-Jun-89,01-Jan-38,"$637,281.44",3,"$488,204.89",The National Caucus and Center for Black Aged Hous
Atlanta,Atlanta,800012064,COLEMAN CRAWFORD ESTATES,2780 COLLEGE ST,HERNANDO,MS,38632,2500,07-Sep-88,065EH105,202,202/8 Direct Loan/ Elderly-Handicapped,50,50,26-Jan-88,30-Jun-89,01-Jan-38,"$637,281.44",3,"$488,204.89",The National Caucus and Center for Black Aged Hous
Atlanta,Atlanta,800012788,COSMO AND LEWIS ESTATES,1121 HADLEY RD,RALEIGH,NC,27610,4830,07-Nov-88,053EH372,202,202/8 Direct Loan/ Elderly-Handicapped,14,14,30-Sep-87,03-Nov-89,01-Jun-28,"$536,900.00",9.25,"$154,848.22","COSMO AND LEWIS ESTATES, INC."
Atlanta,Atlanta,800000213,CRESTLINE HOMES,2724 34TH AVE N,BIRMINGHAM,AL,35207,4526,26-Jul-90,062EH218,202,202/8 Direct Loan/ Elderly-Handicapped,33,30,02-Jan-90,30-Apr-91,01-Oct-30,"$733,800.00",8.375,"$296,457.87","CRESTLINE HOMES, INC"
Atlanta,Atlanta,800020491,CRESTVIEW,5542 CRESTVIEW DR,MEMPHIS,TN,38134,6519,18-Feb-88,081EH108,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,23-Sep-87,10-Aug-89,01-May-28,"$193,200.00",9.25,"$55,745.52","Shelby Oaks Housing, Inc."
Atlanta,Atlanta,800020159,CRESTWOOD TOWERS,212 N BOYERS AVE,GALLATIN,TN,37066,2900,03-Feb-88,086EH103,202,202/8 Direct Loan/ Elderly-Handicapped,50,49,12-May-87,14-Apr-89,01-Apr-28,"$1,912,800.00",9.25,"$529,874.45","BT of ARK, INC"
Atlanta,Atlanta,800020160,CROCKETT DEVELOPMENT,801 Arnold RD,GREENEVILLE,TN,37743,3105,24-Jul-86,087EH105,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,27-Sep-85,16-Jul-87,01-Nov-26,"$266,300.00",9.25,"$46,767.25",Crockett Development Corporation
Atlanta,Atlanta,800007549,CEDAR VALLEY GROUP HOME,549 BELLWOOD DR,ELIZABETHTOWN,KY,42701,2349,17-Aug-88,083EH205,202,202/8 Direct Loan/ Elderly-Handicapped,8,8,18-Nov-87,14-Dec-88,01-Oct-28,"$261,800.00",9.25,"$120,506.12",Cedar Valley Inc
Atlanta,Atlanta,800005003,Atlanta Manor,450 Fairburn Rd SW,ATLANTA,GA,30331,6111,27-Jul-92,061EH189,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,31-Jul-91,03-Oct-95,01-Aug-32,"$218,288.51",0,"$193,288.51",Retiree Housing of Atlanta Inc
Atlanta,Atlanta,800004593,Albany Housing I,2616 Pointe North Boulevard,ALBANY,GA,31721,,04-Sep-86,061EH102,202,202/8 Direct Loan/ Elderly-Handicapped,12,10,19-Mar-86,21-Dec-87,01-Nov-26,"$275,400.00",9.25,"$47,538.15","Albany Housing, Inc."
Atlanta,Atlanta,800004594,Albany Housing II,1906 Lincoln AVE,ALBANY,GA,31701,4773,12-Mar-87,061EH122,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,20-Apr-87,21-Apr-89,01-Dec-27,"$266,300.00",9.25,"$67,548.16",Albany Housing Inc II
Atlanta,Atlanta,800004595,Albany Housing III,1907 Lincoln AVE,ALBANY,GA,31707,4744,16-Mar-88,061EH158,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Sep-87,22-Aug-89,01-May-28,"$262,700.00",9.25,"$74,261.79",Albany Housing III Inc
Atlanta,Atlanta,800004596,Albany Housing IV,2405 Brierwood DR,ALBANY,GA,31701,3438,25-Feb-91,061EH207,202,202/8 Direct Loan/ Elderly-Handicapped,10,10,11-Sep-90,21-May-92,01-May-31,"$293,100.00",8.375,"$127,685.13","ALBANY HOUSING IV, INC."
Atlanta,Atlanta,800012002,Alexander Waites Elderly Housing,4435 MEDGAR EVERS BLVD,JACKSON,MS,39213,5218,28-Feb-86,065EH078,202,202/8 Direct Loan/ Elderly-Handicapped,50,50,25-Sep-84,09-Jan-87,01-Oct-25,"$1,476,800.00",9.25,"$122,653.97","CENTRAL MS.CIVIC IMPROVEMENT ASSN., INC."
Atlanta,Atlanta,800020081,ALGOOD VILLAGE,100 CHURCH CT,ALGOOD,TN,38506,5184,21-Feb-86,086EH089,202,202/8 Direct Loan/ Elderly-Handicapped,22,22,30-Apr-85,17-Jun-88,01-Mar-26,"$693,500.00",9.25,"$82,236.63","ALGOOD VILLAGE, INC"
Atlanta,Atlanta,800000125,ANDALUSIA/ENTERPRISE GROUP HOME,209 OAK ST,ANDALUSIA,AL,36420,3272,31-Dec-84,062EH059,202,202/8 Direct Loan/ Elderly-Handicapped,20,18,10-May-84,30-Oct-87,01-Jan-25,"$514,100.00",9.25,"$8,009.39","GROUP HOMES OF ALABAMA VOA ELDERLY HOUSING, INC."
Atlanta,Atlanta,800004869,MARC Resources III,1832 CRESTVIEW DR,MACON,GA,31211,1606,25-Apr-89,061EH157,202,202/8 Direct Loan/ Elderly-Handicapped,4,3,29-Sep-88,07-Dec-90,01-Apr-29,"$84,700.00",9,"$28,496.94",MARC Resources  III Inc.
Atlanta,Atlanta,800000147,ASHWOOD Apartments,166 1ST ST SE,HAMILTON,AL,35570,4739,29-Aug-86,062EH091,202,202/8 Direct Loan/ Elderly-Handicapped,47,47,30-Sep-85,20-Aug-87,01-Jan-27,"$1,797,100.00",9.25,"$333,590.41","CHRISTIAN TOWERS INC., OF ALABAMA"
Atlanta,Atlanta,800000183,CAMELLIA GARDENS,265 EVELYN DR,MONTGOMERY,AL,36109,3342,30-Oct-89,062EH206,202,202/8 Direct Loan/ Elderly-Handicapped,50,50,27-Apr-89,10-Aug-90,01-May-30,"$1,496,600.00",8.625,"$582,454.37","ALABAMA ELDERLY HOUSING, INC."
Atlanta,Atlanta,800005003,Atlanta Manor,450 Fairburn Rd SW,ATLANTA,GA,30331,6111,27-Jul-92,061EH189,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,31-Jul-91,03-Oct-95,01-Aug-32,"$218,288.51",0,"$193,288.51",Retiree Housing of Atlanta Inc
Atlanta,Atlanta,800004786,Autumn Manor,502 Shurling DR,MACON,GA,31211,1963,27-Apr-90,061EH185,202,202/8 Direct Loan/ Elderly-Handicapped,24,24,21-Dec-89,30-Sep-92,01-Aug-30,"$718,100.00",8.375,"$287,225.51","Autumn Manor, Inc."
Atlanta,Atlanta,800004612,Avera Estates Apartments,240 N Green ST,THOMASTON,GA,30286,6210,19-Jul-90,061EH171,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Oct-89,28-Jan-93,01-Mar-31,"$1,548,800.00",8.375,"$662,321.30","Thomaston Elderly Housing, Inc.."
Atlanta,Atlanta,800012014,BANNERMAN APTS,114-A HARPOLE ST,BELZONI,MS,39038,3071,17-Nov-89,065EH154,202,202/8 Direct Loan/ Elderly-Handicapped,20,20,29-Mar-89,30-Jul-90,01-Feb-30,"$574,000.00",9,"$221,665.74",HOUSING DEVELOPMENT CORP./HUMPHREYS COUNTY
Atlanta,Atlanta,800012016,BAYOU ACRES,100 Hollande Drive,METCALFE,MS,38760,0,12-Sep-85,065EH080,202,202/8 Direct Loan/ Elderly-Handicapped,32,32,06-Jul-84,25-Nov-86,01-Oct-25,"$952,300.00",9.25,"$79,108.14",Metcalfe Housing
Atlanta,Atlanta,800012018,BEACON HARBOR II,2800 Highway 82 E,Greenwood,MS,38930,9706,29-Dec-86,065EH116,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,30-Jul-86,26-Oct-87,01-Feb-27,"$276,200.00",9.25,"$53,062.26","BEACON HARBOR II, INC."
Atlanta,Atlanta,800000168,BRAD HMS FOR ELD #4,2500 MONTAGUE ST,SELMA,AL,36701,4800,15-Dec-88,062EH202,202,202/8 Direct Loan/ Elderly-Handicapped,30,29,29-Mar-88,30-Jun-89,01-Mar-29,"$879,000.00",9,"$291,052.88",BRADLEY HOMES FOR THE ELDERLY #4
Atlanta,Atlanta,800007490,Ashland Group Home,124 CISCO RD,LEXINGTON,KY,40504,1143,03-Feb-89,083EH217,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,24-Mar-88,21-Dec-89,01-Feb-29,"$227,300.00",9,"$74,308.59","Ashland Group Home, Inc."
Atlanta,Atlanta,800007696,Independent Living II,316 E EIGHTH ST,BEAVER DAM,KY,42320,1612,21-Jun-91,083EH240,202,202/8 Direct Loan/ Elderly-Handicapped,8,0,24-Aug-90,10-Dec-91,01-Jul-31,"$213,000.00",8.375,"$94,235.97","GREEN RIVER INDEPENDENT LIVING II, INC."
Atlanta,Atlanta,800000280,HANDI ENVIR LIVING PROG,2820 MILTON RD,MONTGOMERY,AL,36110,1312,27-Aug-91,062EH220,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,30-Nov-90,11-Jun-92,01-Nov-31,"$458,200.00",8.375,"$210,187.53",Handicapped Environmental Living Program
Atlanta,Atlanta,800000282,HARC III,3012 FIREFIGHTER LN,HOMEWOOD,AL,35209,4152,02-Apr-91,062EH237,202,202/8 Direct Loan/ Elderly-Handicapped,30,30,27-Aug-90,21-Feb-92,01-Jul-31,"$926,400.00",8.375,"$409,854.73","HARC III Housing, Inc."
Atlanta,Atlanta,800020234,HEARTLAND RESIDENCE,1720 W LAKEVIEW DR,JOHNSON CITY,TN,37601,2182,03-Aug-88,087EH117,202,202/8 Direct Loan/ Elderly-Handicapped,10,9,31-Mar-88,17-Mar-89,01-Mar-28,"$208,500.00",9,"$55,449.18","HEARTLAND RESIDENCE, INC"
Atlanta,Atlanta,800012915,HOLLY SPRINGS APARTMENTS,155 W. Holly Springs Road,HOLLY SPRINGS,NC,27540,7807,10-Jul-92,053EH638,202,202/8 Direct Loan/ Elderly-Handicapped,17,17,24-Sep-91,05-May-94,01-Dec-32,"$585,400.00",9,"$310,412.68",WAKE COUNTY OPPORTUNITIES HOUSING CORPORATION
Atlanta,Atlanta,800020260,HOLSTON DEVELOPMENT CORPORATION,2301 E Center ST,KINGSPORT,TN,37660,2701,02-Dec-86,087EH106,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,29-Apr-86,14-Mar-88,01-Jun-27,"$265,300.00",9.25,"$57,652.24",Holston Development Corporation
Atlanta,Atlanta,800004811,Huntwood Terrace,71 CENTER RD,CARTERSVILLE,GA,30121,2900,20-Jun-91,061EH172,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,28-Sep-90,22-Jun-93,01-Nov-31,"$1,554,300.00",8.375,"$715,691.45",SOAT Inc
Atlanta,Atlanta,800012135,H A SCOTT RIVERSIDE APTS,725-A RIVER ROAD,YAZOO CITY,MS,39194,0,21-Aug-89,065EH156,202,202/8 Direct Loan/ Elderly-Handicapped,30,30,22-Dec-88,20-Dec-89,01-Sep-29,"$914,000.00",9,"$332,310.82","H.A. Scott Riverside Apartments, Inc."
Atlanta,Atlanta,800012153,IND LIVING OF WILLOWOOD,2000 SMALLS DR,PEARL,MS,39208,5911,07-Feb-89,065EH124,202,202/8 Direct Loan/ Elderly-Handicapped,12,12,23-Sep-88,22-Dec-89,01-Apr-29,"$347,600.00",9,"$116,913.07","Independent Living of Willowood, Inc."
Atlanta,Atlanta,800000369,JOHNSTON PLACE,416 16TH ST NE,FAYETTE,AL,35555,1356,29-May-87,062EH128,202,202/8 Direct Loan/ Elderly-Handicapped,10,9,11-Sep-86,16-Feb-88,01-Aug-27,"$277,200.00",9.25,"$63,646.97",NW ALA HOUSING AUTH FOR THE MENTALLY RETARDED
Atlanta,Atlanta,800007697,Independent Living III - Henderson,1636 S MAIN ST,HENDERSON,KY,42420,5042,02-Apr-91,083EH241,202,202/8 Direct Loan/ Elderly-Handicapped,21,20,29-May-90,30-Dec-91,01-Jul-31,"$629,500.00",8.125,"$273,317.09","Green River Independent Living III, Inc"
Atlanta,Atlanta,800004814,Irwin County Resources,320 BRUSHY CREEK RD,OCILLA,GA,31774,2218,05-Nov-91,061EH212,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,24-May-91,23-Feb-93,01-Dec-31,"$334,300.00",8.375,"$154,687.04","Irwin County Resources, Inc."
Atlanta,Atlanta,800007906,JIM CAIN HOME (the),725 E CHESTNUT ST,LOUISVILLE,KY,40202,1690,02-Sep-87,083EH190,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,30-Mar-87,28-Jun-88,01-Nov-27,"$268,000.00",9.25,"$118,605.99","THE JIM CAIN HOME, INC"
Atlanta,Atlanta,800012081,DELTA TOWERS,638 Main ST,GREENVILLE,MS,38701,4069,12-Jan-84,065EH012,202,202/8 Direct Loan/ Elderly-Handicapped,72,72,29-Sep-82,07-Oct-85,01-Oct-25,"$2,448,700.00",9.25,"$203,386.45","Delta Towers, Inc."
Atlanta,Atlanta,800020289,JWC HOUSING CORPORATION,113 WILLOW LN,MARTIN,TN,38237,2030,11-Feb-91,081EH139,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,31-Aug-90,20-Mar-92,01-Mar-31,"$194,100.00",8.375,"$82,640.60","JWC HOUSING CORPORATION c/o Community Developmental Serv., Inc."
Atlanta,Atlanta,800000481,BREWTON GROUP HOME,109 EAST BROOK STREET,BREWTON,AL,36427,1801,20-Feb-86,062EH105,202,202/8 Direct Loan/ Elderly-Handicapped,10,9,26-Jul-85,26-Feb-88,01-May-26,"$280,100.00",9.25,"$37,086.07","VOA GROUP HOMES OF BREWTON, INC."
Atlanta,Atlanta,800000320,KATHERINE VICKERY GROUP HOME,1105 LAY DAM RD,CLANTON,AL,35045,2307,26-Mar-91,062EH233,202,202/8 Direct Loan/ Elderly-Handicapped,11,10,27-Sep-90,27-Sep-91,01-May-31,"$278,500.00",8.375,"$120,914.49","KATHERINE VICKERY GROUP HOME, INC."
Atlanta,Atlanta,800004815,IHS Savannah,1928 East Montgomery Crossroad,SAVANNAH,GA,31406,5037,21-Feb-90,061EH191,202,202/8 Direct Loan/ Elderly-Handicapped,15,15,30-Sep-89,25-Sep-91,01-May-30,"$463,400.00",8.375,"$176,839.52",IHS Savannah Inc
Atlanta,Atlanta,800004717,Dogwood Retirement Housing Inc,101 S Columbia ST,MILLEDGEVILLE,GA,31061,3298,29-Jun-88,061EH142,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,30-Sep-87,01-Jun-89,01-Sep-28,"$1,302,200.00",9.25,"$398,127.12",Dogwood Retirement Housing Inc
Atlanta,Atlanta,800000230,DEVILLE PLACE,7744 1ST AVE S,BIRMINGHAM,AL,35206,4311,16-May-86,062EH136,202,202/8 Direct Loan/ Elderly-Handicapped,22,20,30-Sep-85,29-Sep-87,01-Sep-26,"$587,100.00",9.25,"$93,587.82",DEVILLE PLACE
Atlanta,Atlanta,800000271,GERRY FULLAN HOUSE,5224 GEORGIA RD,BIRMINGHAM,AL,35212,2426,24-Mar-86,062EH129,202,202/8 Direct Loan/ Elderly-Handicapped,10,9,30-Sep-85,24-Feb-87,01-Sep-26,"$287,300.00",9.25,"$45,793.51","CEREBRAL PALSY HOUSING FOUNDATION, INC."
Atlanta,Atlanta,800004974,Dogwood  Plaza,227 2ND AVE SE,MOULTRIE,GA,31768,4700,28-Dec-90,061EH146,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,28-Mar-90,10-Sep-93,01-May-31,"$1,433,200.00",8.375,"$626,432.69",South Seventh Corporation
Atlanta,Atlanta,800004707,Dogwood Square,555 Janis LN,ALPHARETTA,GA,30004,7900,23-Jul-87,061EH096,202,202/8 Direct Loan/ Elderly-Handicapped,100,100,27-Jan-86,26-Aug-88,01-Sep-27,"$4,658,200.00",9.25,"$1,097,842.07","CSHF of Georgia, Inc."
Atlanta,Atlanta,800004720,Douglas County Ventures,1335 Forrest Ellis Rd,Douglasville,GA,30134,2963,11-Jul-89,061EH126,202,202/8 Direct Loan/ Elderly-Handicapped,12,8,29-Dec-88,30-Jan-91,01-Aug-29,"$309,500.00",9.25,"$112,511.94",Douglas County Ventures Inc
Atlanta,Atlanta,800000239,EAST ALABAMA GROUP HOME,601  MARION AVE,OPELIKA,AL,36801,,01-Feb-88,062EH141,202,202/8 Direct Loan/ Elderly-Handicapped,13,12,30-Jun-87,28-Feb-89,01-Mar-28,"$325,700.00",9.25,"$88,353.90","EAST ALABAMA GROUP HOME, INC."
Atlanta,Atlanta,800007610,EASTSIDE APARTMENTS,"1 EASTSIDE LN, P. O. Box 4",BOONEVILLE,KY,41314,4,07-Nov-80,083EH024,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,11-Oct-79,13-Aug-81,01-Mar-21,"$1,362,800.00",7.625,"$26,892.08",OWSLEY COUNTY HOUSING ASSOC INC
Atlanta,Atlanta,800004741,Elder Manor,143 POWERHOUSE RD,FORSYTH,GA,31029,9103,14-Jul-88,061EH152,202,202/8 Direct Loan/ Elderly-Handicapped,25,25,30-Sep-87,25-Jul-91,01-Jul-28,"$710,600.00",9.25,"$208,946.27",Citizens for Elderly Housing Inc
Atlanta,Atlanta,800004743,Elderwood Homes,479 Jones Street,BAXLEY,GA,31513,476,20-Jul-89,061EH133,202,202/8 Direct Loan/ Elderly-Handicapped,30,30,06-Jan-87,27-Jul-99,01-Dec-27,"$915,300.00",9.25,"$240,242.06",Elderwood Inc
Atlanta,Atlanta,800012858,GATEWOOD VILLAGE,226 S. MAIN ST.,WINGATE,NC,27174,6763,10-Jul-89,053EH564,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,31-Oct-88,19-Jun-90,01-Dec-29,"$1,188,600.00",9,"$447,493.26","N.C. Elderly Housing, Inc."
Atlanta,Atlanta,800000269,GENESIS HOUSE,2107 9TH AVE,HALEYVILLE,AL,35565,1403,02-Mar-92,062EH251,202,202/8 Direct Loan/ Elderly-Handicapped,9,8,28-Sep-91,19-Nov-92,01-Jun-32,"$215,300.00",9,"$109,652.01","GENESIS HOUSE, INC."
Atlanta,Atlanta,800004810,"Georgia VOA Elderly Housing, Inc.",531 M Friedman Dr,Sandersville,GA,31082,2106,19-May-90,061EH166,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,30-Aug-89,12-May-93,01-Aug-30,"$1,318,400.00",9.25,"$555,194.24","Georgia VOA Elderly Housing, Inc."
Atlanta,Atlanta,800000267,FRIENDSHIP HALL,1116 S. HULL STREET,MONTGOMERY,AL,36104,5144,30-Sep-88,062EH192,202,202/8 Direct Loan/ Elderly-Handicapped,18,16,30-Sep-88,24-Jan-90,01-Jul-29,"$463,100.00",9,"$162,840.50","Friendship Hall, Inc"
Atlanta,Atlanta,800020193,FAYETTEVILLE SQUARE,2000 West COLLEGE ST,FAYETTEVILLE,TN,37334,2870,17-Sep-85,086EH083,202,202/8 Direct Loan/ Elderly-Handicapped,54,53,21-Sep-84,07-Dec-86,01-Aug-25,"$1,380,100.00",9.25,"$94,491.77","ARLINGTON SENIOR HOUSING, INC"
Atlanta,Atlanta,800020498,FAXON/TCHULAHOMA,1373 FAXON AVE,MEMPHIS,TN,38118,6812,25-Jan-89,081EH089,202,202/8 Direct Loan/ Elderly-Handicapped,13,13,31-May-88,27-Sep-91,01-Mar-29,"$421,700.00",9,"$140,474.29","Shelby Oaks Housing, Inc."
Atlanta,Atlanta,800012107,EZRA TOWNER SR ESTATES,HIGHWAY 3,MARKS,MS,38646,0,03-May-91,065EH181,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Sep-90,13-Dec-91,01-Sep-40,"$135,279.75",3,"$109,116.59",The National Caucus and Center on Black Aged Housi
Atlanta,Atlanta,800012107,EZRA TOWNER SR ESTATES,HIGHWAY 3,MARKS,MS,38646,0,03-May-91,065EH181,202,202/8 Direct Loan/ Elderly-Handicapped,40,40,27-Sep-90,13-Dec-91,01-Sep-40,"$135,279.75",3,"$109,116.59",The National Caucus and Center on Black Aged Housi
Baltimore,Baltimore,800018184,ALLIED COMMUNITY LIVING,1303 S JEFFERSON ST,NEW CASTLE,PA,16101,4973,05-Dec-91,033HH001,202,202/162 Direct Loan for Handicapped w/PAC,9,8,20-Mar-91,25-Sep-92,01-Nov-31,"$448,400.00",8.125,"$201,936.22","Allied Community Living, Inc"
Baltimore,Baltimore,800018959,TWIN MOUNTAIN APTS.,301 E Crawford Ave,Altoona,PA,16602,5247,30-Oct-91,033HH008,202,202/162 Direct Loan for Handicapped w/PAC,16,16,28-Mar-91,01-Oct-92,01-Apr-32,"$900,300.00",8.375,"$434,261.41","SKILLS DEVELOPMENT, INC."
Baltimore,Baltimore,800023594,FMRS Housing Inc,212 Vance Drive,BECKLEY,WV,25801,,13-May-92,045HH001,202,202/162 Direct Loan for Handicapped w/PAC,15,15,04-Dec-91,18-Mar-94,01-May-32,"$496,700.00",8.375,"$239,443.02",FMRS HOUSING INC
Baltimore,Baltimore,800018547,IRMA SELIGMAN APTS.,1953 E 36TH ST,ERIE,PA,16510,2670,23-Mar-92,033HH009,202,202/162 Direct Loan for Handicapped w/PAC,20,20,19-Sep-91,15-Apr-93,01-May-32,"$1,061,700.00",8.5,"$553,058.38",Stairways Supported Housing Corporation
Baltimore,Baltimore,800009419,RIDGE RESIDENCES,102 Timber Ridge Dr,Westminster,MD,21157,5649,27-Jan-92,052EH153,202,202/8 Direct Loan/ Elderly-Handicapped,80,79,27-Dec-91,18-May-95,01-May-33,"$4,064,500.00",8.375,"$2,140,058.58","Ridge Residences, Inc."
Baltimore,Baltimore,800018403,NEWHALL MANOR,5323 NEWHALL ST,PHILADELPHIA,PA,19144,3957,16-Sep-91,034EH317,202,202/8 Direct Loan/ Elderly-Handicapped,26,26,13-Nov-90,30-Oct-92,01-Jan-32,"$1,567,500.00",8.375,"$731,560.11",Enon-Toland Germantown Development corp.
Baltimore,Baltimore,800003776,ROBERT L WALKER HOUSE,2201 Savannah ST SE,WASHINGTON,DC,20020,7536,21-Mar-89,000EH104,202,202/8 Direct Loan/ Elderly-Handicapped,69,68,17-Feb-87,27-Apr-90,01-Nov-28,"$3,443,800.00",9.25,"$314,339.14",Robert L. Walker House Corporation
