FY Obligation Year,Lender_Name,Borrower_Name,Project Name,Main_Address_Line1,City,State Abbreviation,Zip_Code,Date_Loan_Closing,Loan_Amount,Total_Development_Cost,Population_Obligation,Median_Household_Income_Obligation,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Br1 Unit Average Contract Rent,Br2 Unit Average Contract Rent,Construction_Type,Project_Type
2013,"BONNEVILLE MORTGAGE COMPANY, LLC",ATASCADERO CALIFORNIA MANOR LP,CALIFORNIA MANOR APARTMENTS,10165 EL CAMINO REAL,ATASCADERO,CA,934220000,2013-06-27T05:00:00Z,6600000,16963270,26411,42428,87,8,659,749,REHAB/REPAIR,SENIOR
2003,"PNC BANK, N.A.",AUBURN RIDGE LP,AUBURN RIDGE,145 OAKWOOD AVE,TRENTON,GA,307520000,2004-07-06T05:00:00Z,370000,5264400,1942,33932,16,28,357,422,NEW CONSTRUCTION,FAMILY
2010,"BONNEVILLE MORTGAGE COMPANY, LLC","AUGUSTA HOUSING DEVELOPMENT, LLC",BRACKEN CREEK APARTMENTS,109 BRACKEN CREKK COURT,AUGUSTA,KY,410020000,2011-06-08T05:00:00Z,1095193,4337061,1204,69200,10,24,566,733,REHAB/REPAIR,FAMILY
2022,BELLWETHER ENTERPRISE REAL ESTATE,"AUSTIN COMMONS, L.P.",AUSTIN COMMONS,2726 KURT STREET,EUSTIS,FL,327260000,2024-07-16T05:00:00Z,2200000,7427037,21303,46755,39,21,855,898,REHAB/REPAIR,SENIOR
2006,"PNC BANK, N.A.",AUTUMN CREST LP,AUTUMN CREST,887 FORRESTER DRIVE,DAWSON,GA,398420000,2007-03-27T05:00:00Z,250000,4080000,5058,24140,12,24,320,340,NEW CONSTRUCTION,SENIOR
2014,"BONNEVILLE MORTGAGE COMPANY, LLC","AUTUMN VILLAGE ASSOCIATES, LP",AUTUMN VILLAGE APARTMENTS,14930 BURNS VALLEY ROAD,CLEARLAKE,CA,954228895,2015-06-12T05:00:00Z,975000,5777168,15250,46300,40,0,675,0,REHAB/REPAIR,SENIOR
2015,"BONNEVILLE MORTGAGE COMPANY, LLC",AVA AFFORDABLE LP,ADOBE VILLAS APARTMENTS,73747 RAYMOND WAY,TWENTYNINE PALMS,CA,922770000,2018-04-26T05:00:00Z,750000,4696814,25048,54090,6,24,645,747,REHAB/REPAIR,FAMILY
2018,"BONNEVILLE MORTGAGE COMPANY, LLC","AVENAL PACIFIC ASSOCIATES II, A CA LP",ARROYO DEL CAMINO II APTS,801 S. CORCORAN AVENUE,AVENAL,CA,932040000,2021-02-22T06:00:00Z,975000,8973423,14154,32432,0,24,0,562,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","AVENAL PACIFIC ASSOCIATES, LP",ARROYO DEL CAMINO,S. CORCORAN AVENUE,AVENAL,CA,932040000,2017-05-31T05:00:00Z,1200000,9846740,15505,48133,0,8,0,584,NEW CONSTRUCTION,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC","AZALEA SENIOR VILLAGE, LP",AZALEA SENIOR VILLAGE,168 JEFFERSON AVENUE,HOSHTON,GA,305480000,2019-05-16T05:00:00Z,605300,12656548,1377,57917,10,55,440,622,NEW CONSTRUCTION,SENIOR
2017,"LUMENT REAL ESTATE CAPITAL, LLC","AZALEA SENIOR VILLAGE, LP",AZALEA SENIOR VILLAGE,168 JEFFERSON AVENUE,HOSHTON,GA,305480000,2019-05-16T05:00:00Z,1782600,12656548,1377,57917,10,55,440,622,NEW CONSTRUCTION,SENIOR
2015,"LUMENT REAL ESTATE CAPITAL, LLC","BAH MADISON OAKS APARTMENTS, LTD.",MADISON OAKS APARTMENTS,1015 GILMER ROAD,WINNSBORO,TX,754940000,2015-10-13T05:00:00Z,1500000,7635055,3154,31385,16,32,402,479,NEW CONSTRUCTION,FAMILY
2016,BELLWETHER ENTERPRISE REAL ESTATE,BAILEY COURT LIMITED PARTNERSHIP,BAILEY COURT,40 VILLAGE RD,STANARDSVILLE,VA,229730000,2017-07-18T05:00:00Z,700000,3449242,15429,32644,16,16,545,570,REHAB/REPAIR,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,BAILEYTON TERRACE OWNER LLC,BAILEYTON TERRACE APARTMENTS,7600 HORTON HIGHWAY,GREENEVILLE,TN,377450000,2019-12-19T06:00:00Z,2010000,4396750,15062,48200,40,0,645,0,REHAB/REPAIR,SENIOR
2020,WEST VIRGINIA HOUSING DEVELOPMENT FUND,BALTIMORE GARDENS LP,BALTIMORE GARDENS,BALTIMORE STREET,KEYSER,WV,267260000,2023-07-07T05:00:00Z,800000,7333586,5077,59300,10,12,540,641,NEW CONSTRUCTION,FAMILY
2005,WEST VIRGINIA HOUSING DEVELOPMENT FUND,BARBARA HEIGHTS LIMITED PARTNERSHIP,BARBARA HEGITHS APARTMENTS,803 BARBARA HEIGHTS DRIVE,SHINNSTON,WV,264310000,2005-11-09T06:00:00Z,1280000,3217266,2295,44550,6,32,375,455,NEW CONSTRUCTION,FAMILY
2020,GREYSTONE SERVICING COMPANY LLC,"BARDSTOWN PLACE, LLC",BARDSTOWN GREEN APARTMENTS,210 BOURBON COURT,BARDSTOWN,KY,400040000,2021-03-04T06:00:00Z,477000,2564364,11700,37086,8,16,555,595,REHAB/REPAIR,FAMILY
2012,BELLWETHER ENTERPRISE REAL ESTATE,BARTON GREEN LIMITED PARTNERSHIP,BARTON GREENE,601 E. BARTON RIDGE ROAD,GREENEVILLE,TN,377450000,2012-10-24T05:00:00Z,550000,7919689,15342,33421,25,25,403,478,NEW CONSTRUCTION,SENIOR
2021,BELLWETHER ENTERPRISE REAL ESTATE,"BASTROP SENIOR LIVING, LP",BASTROP SENIOR LIVING,CAHOON AND S. SASSAFRAS STREET,BASTROP,LA,712200000,2023-04-06T05:00:00Z,1070000,7931325,11365,41326,0,48,0,500,NEW CONSTRUCTION,SENIOR
2020,BELLWETHER ENTERPRISE REAL ESTATE,"BAYOU ESTATES II, LP",BAYOU ESTATES,2728 SHARON LANE,GREENVILLE,MS,387010000,2021-01-28T06:00:00Z,1389347,3086961,29898,29387,7,24,560,615,REHAB/REPAIR,FAMILY
2014,BELLWETHER ENTERPRISE REAL ESTATE,BAYRIDGE GREENE LIMITED PARTNERSHIP,BAYRIDGE GREENE,2728 SHARON LANE,KEYSER,WV,267260000,2016-04-29T05:00:00Z,1515000,7227085,5439,39266,10,20,615,735,NEW CONSTRUCTION,FAMILY
2014,"BONNEVILLE MORTGAGE COMPANY, LLC","BEASLEY POINTE APARTMENTS, LP",BEASLEY POINTE,501 BEASLEY POINTE ROAD,DICKSON,TN,370552841,2014-04-15T05:00:00Z,2650000,9005614,14538,62326,8,32,425,555,NEW CONSTRUCTION,FAMILY
2017,"LUMENT REAL ESTATE CAPITAL, LLC","BEDFORD VILLAGE APARTMENTS, LLC",BEDFORD VILLAGE APARTMENTS,701 LEASURE COURT,BEDFORD,KY,400060000,2018-11-19T06:00:00Z,790000,5381560,599,28229,19,17,585,657,REHAB/REPAIR,FAMILY
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"BELL MEMORIAL APARTMENTS, LP",HY BELL APARTMENTS,305 22ND STREET,WINNFIELD,LA,714830000,2018-09-13T05:00:00Z,1200000,7556540,4840,47200,8,12,370,415,REHAB/REPAIR,FAMILY
2009,CHURCHILL MORTGAGE INVESTMENT LLC,"BELLA PARTNERS, LP",BELLA VISTA SENIOR APARTMENTS,103 DEBRA LANE,WATERLOO,IL,622980000,2011-09-16T05:00:00Z,275000,2889167,7614,46938,24,8,406,444,REHAB/REPAIR,SENIOR
2009,CHURCHILL MORTGAGE INVESTMENT LLC,"BELLA PARTNERS, LP",BELLA VISTA FAMILY APARTMENTS,100-101 DEBRA LANE,WATERLOO,IL,622980000,2011-09-16T05:00:00Z,"653,136.98",3207654,7614,46938,16,28,408,446,REHAB/REPAIR,FAMILY
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"BELLEMONT POINTE APARTMENTS, LLC",BELLEMONT POINTE APARTMENTS,121 LOWES DRIVE,PITTSBORO,NC,273120000,2016-11-22T06:00:00Z,1975948,10518765,3743,67700,12,44,480,580,NEW CONSTRUCTION,FAMILY
2020,BELLWETHER ENTERPRISE REAL ESTATE,"BELMONT ROAD II, LP",BELMONT ROAD ESTATES,709 BELMONT ROAD,SARDIS,MS,386660000,2021-01-28T06:00:00Z,1651300,2983964,33994,37556,8,36,573,607,REHAB/REPAIR,FAMILY
2020,"BONNEVILLE MORTGAGE COMPANY, LLC","BENEDICTINE SENIOR HOUSING, LP",VILLAS OF BENEDICTINE POINTE,2000 WEST WARNER AVE,GUTHRIE,OK,730440000,2020-07-27T05:00:00Z,645000,13686707,10191,59133,30,23,465,575,REHAB/REPAIR,SENIOR
2018,"BONNEVILLE MORTGAGE COMPANY, LLC","BENEDICTINE SENIOR HOUSING, LP",VILLAS OF BENEDICTINE POINTE,2000 WEST WARNER AVE,GUTHRIE,OK,730440000,2020-07-27T05:00:00Z,975000,13686707,10191,59133,30,23,465,575,REHAB/REPAIR,SENIOR
2004,USDA RURAL DEVELOPMENT,"BENTWATERS PARTNERS, L.P.",BENTWATERS OF THREE RIVERS,420 BENTWATERS AVE,THREE RIVERS,MI,490930000,2004-06-09T05:00:00Z,8038300,9626677,7543,49600,24,80,690,790,NEW CONSTRUCTION,FAMILY
2024,CHURCHILL MORTGAGE INVESTMENT LLC,"BERRY PARK NC, LLC",BERRY PARK APARTMENTS,624 N WILKES ST,CHADBOURN,NC,284310000,2024-08-22T05:00:00Z,559000,1975777,1574,59400,18,0,911,0,REHAB/REPAIR,SENIOR
2007,"LUMENT REAL ESTATE CAPITAL, LLC","BETCO - JASPER HOUSING, L.P.",PROSPECT POINT,215 PREMIER DRIVE,JASPER,TX,759510000,2009-12-14T06:00:00Z,950000,7749596,8247,24671,8,40,371.25,495.9,NEW CONSTRUCTION,FAMILY
2008,"LUMENT REAL ESTATE CAPITAL, LLC","BETCO - JASPER HOUSING, L.P.",PROSPECT POINT,215 PREMIER DRIVE,JASPER,TX,759510000,2009-12-14T06:00:00Z,250000,8683618,8247,24671,8,40,370.25,492.98,NEW CONSTRUCTION,FAMILY
2010,"LUMENT REAL ESTATE CAPITAL, LLC","BETZ SENIOR VILLA, LIMITED PARTNERSHIP",BETZ SENIOR VILLAS,120 BETZ ROAD,AUBURN,IN,467060000,2010-02-24T06:00:00Z,1100000,4486074,12704,42762,6,32,412,518,REHAB/REPAIR,SENIOR
2005,"LUMENT REAL ESTATE CAPITAL, LLC",BEVERLY SENIOR HOUSING LP,BEVERLY SENIOR APARTMENTS,401 BEVERLY AVENUE,WAVERLY,OH,436900000,2007-12-18T06:00:00Z,660000,3382345,4390,39300,10,22,356,445,NEW CONSTRUCTION,SENIOR
2018,"BONNEVILLE MORTGAGE COMPANY, LLC",BIG SKY PLAINS LP,GRAN CIELO RESIDENCES,1615 W. EISENHOWER ROAD,RIO GRANDE CITY,TX,785820000,2018-09-04T05:00:00Z,2450000,10790658,13834,26682,24,40,310,372.75,NEW CONSTRUCTION,FAMILY
2007,"LUMENT REAL ESTATE CAPITAL, LLC","BIG SPRING HEIGHTS APARTMENTS, LP",HEIGHTS APARTMENTS,1900 - A MARTIN LUTHER KING BLVD,BIG SPRING,TX,797200000,2009-08-27T05:00:00Z,1106900,4636900,25223,28257,16,24,379.63,464.42,NEW CONSTRUCTION,FAMILY
2006,"PNC BANK, N.A.","BIRCH TREE ACRES, L.P.",BIRCH TREE ACRES,COUNTY ROAD 426,BERRYVILLE,AR,0,2007-04-20T05:00:00Z,1200000,4446925,4433,26408,0,0,0,0,NEW CONSTRUCTION,FAMILY
2019,"BONNEVILLE MORTGAGE COMPANY, LLC","BJS LIVE OAK VILLAS, LP",LIVE OAK VILLAS,228 WISTERIA ROAD,MIDWAY,GA,313200000,2019-03-08T06:00:00Z,1200000,10394156,2121,43209,26,34,491,591,NEW CONSTRUCTION,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","BLACKBERRY OAKS (PRESERVATION), LP",BLACKBERRY OAKS APARTMENTS,801 LYONS BALD MOUNTAIN ROAD,SONORA,CA,953700000,2017-08-11T05:00:00Z,521071,5564906,4903,48426,42,0,619,0,REHAB/REPAIR,SENIOR
2014,"BONNEVILLE MORTGAGE COMPANY, LLC",BLACKSHEAR VILLAGE LP,VILLAGE AT BLACKSHEAR,801 LYONS BALD MOUNTAIN ROAD,BLACKSHEAR,GA,315160000,2015-04-22T05:00:00Z,1300000,9618273,3445,37489,64,0,473,0,REHAB/REPAIR,SENIOR
2020,"BONNEVILLE MORTGAGE COMPANY, LLC",BLAINE MANOR LP,BLAINE MANOR SENIOR APARTMENTS,706 SOUTH MAIN STREET,HAILEY,ID,833330000,2022-12-14T06:00:00Z,1920000,8265167,7960,65417,18,12,775,932,NEW CONSTRUCTION,SENIOR
2014,CHURCHILL MORTGAGE INVESTMENT LLC,"BLAIRSVILLE TAN YARD BRANCH PHASE II, LP",TAN YARD BRANCH APTS II,14 TANYARD STREET,BLAIRSVILLE,GA,305120000,2014-12-10T06:00:00Z,960900,2082517,652,54000,22,3,650,725,REHAB/REPAIR,SENIOR
2007,TRUIST BANK,BLAKELY COMMONS LP,BLAKELY COMMONS,62 N MAIN ST,BLAKELY,GA,398230000,2008-04-18T05:00:00Z,760000,9455360,5996,20250,0,0,0,0,NEW CONSTRUCTION,FAMILY
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"BLANCHARD 1103, LLC",BLANCHARD VILLAGE,1103 N MADISON ROAD,BLANCHARD,OK,730100000,2020-10-14T05:00:00Z,317000,929017,8834,70094,1,7,625,725,REHAB/REPAIR,FAMILY
2009,BELLWETHER ENTERPRISE REAL ESTATE,"BLANCHESTER SENIOR HOUSING PARTNERS, LTD",BLANCHESTER SENIOR APARTMENTS,344 PANSY PIKE,BLANCHESTER,OH,451070000,2010-05-07T05:00:00Z,500000,6178951,4220,35608,0,40,0,565,NEW CONSTRUCTION,SENIOR
2017,"BONNEVILLE MORTGAGE COMPANY, LLC","BLUFF VIEW SENIOR, L.P.",BLUFF VIEW SENIOR VILLAGE,NWC OF US-175 FRONTAGE RD&FM 741,CRANDALL,TX,751140000,2020-05-04T05:00:00Z,3450000,9059785,2858,61459,15,33,710.5,852.5,NEW CONSTRUCTION,SENIOR
2014,BELLWETHER ENTERPRISE REAL ESTATE,BOARDMAN LAKE LDHA LP,BOARDMAN LAKE APARTMENTS,NWC OF US-175 FRONTAGE RD&FM 741,TRAVERSE CITY,MI,496840000,2016-07-28T05:00:00Z,650000,12021982,14674,46300,46,50,400,500,REHAB/REPAIR,FAMILY
2021,CHURCHILL MORTGAGE INVESTMENT LLC,BOERNE ABBINGTON RANCH,ABBINGTON RANCH APTS,19 CASCADE CAVERNS ROAD,BOERNE,TX,780150000,2021-01-12T06:00:00Z,4800000,9721544,10471,61259,12,24,728,872,NEW CONSTRUCTION,FAMILY
2005,"PNC BANK, N.A.","BONNER SPRINGS HOUSING PARTNERS, L.P. II",BONNER HIGHLANDS APARTMENTS,13132 KANSAS AVENUE,BONNER SPRINGS,KS,660120000,2005-11-18T06:00:00Z,1450000,3652415,6768,43234,12,12,467,525,NEW CONSTRUCTION,FAMILY
2009,"BONNEVILLE MORTGAGE COMPANY, LLC","BORDERS TN GROUP, LLC",JORDAN LANDING,202 JORDAN CIRCLE,SOUTH PITTSBURG,TN,373800000,2022-07-21T05:00:00Z,"1,639,781.81",6919236,3295,31419,0,0,0,0,NEW CONSTRUCTION,FAMILY
2010,MAIN STREET BANK,"BOWERS BROOK, LLC",BOWERS BROOK SENIOR HOUSING,196 AYER ROAD,HARVARD,MA,14510000,2012-10-03T05:00:00Z,3000000,11089508,5981,72100,26,16,960,1190,NEW CONSTRUCTION,SENIOR
2014,BELLWETHER ENTERPRISE REAL ESTATE,"BOWMAN SENIOR RESIDENCES, LLC",BOWMAN SENIOR RESIDENCES,229 NORTH GRAND AVENUE,NOGALES,AZ,856210000,2017-04-18T05:00:00Z,218300,11605764,20833,27500,48,0,511,0,NEW CONSTRUCTION,SENIOR
2008,BELLWETHER ENTERPRISE REAL ESTATE,"BRADDOCK'S GREENE, LLC",BRADDOCK'S GREENE APARTMENTS,100 BRADDOCK STREET,FROSTBURG,MD,215320000,2009-12-18T06:00:00Z,1050000,7466855,7873,21215,20,14,410,470,NEW CONSTRUCTION,SENIOR
2006,KEYBANK NA,BRADFORD HOUSING CORPORATION,HILLTOP MANOR APARTMENTS,11 HILLTOP CIRCLE,BRADFORD,ME,44100000,2007-04-26T05:00:00Z,637432,657147,1186,35216,8,8,810,860,REHAB/REPAIR,SENIOR
2019,CHURCHILL MORTGAGE INVESTMENT LLC,"BRADLEY PORT ROYAL, LLC",MARSH POINTE,1630 RIBAUT ROAD,PORT ROYAL,SC,299350000,2019-03-27T05:00:00Z,2540000,8691498,10678,46643,0,24,0,650,NEW CONSTRUCTION,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BRAWLEY PACIFIC ASSOCIATES, A CA L.P.",MALAN STREET APARTMENTS,1630 RIBAUT ROAD,BRAWLEY,CA,922270000,2017-10-31T05:00:00Z,1437000,11682922,24953,41807,0,8,0,677,NEW CONSTRUCTION,FAMILY
2016,CHURCHILL MORTGAGE INVESTMENT LLC,"BRAYTON PLACE, LLC",BRAYTON APARTMENTS,10 LYNN DRIVE,LAWRWENCEBURG,KY,403420000,2015-12-17T06:00:00Z,225000,3183840,10505,48786,16,24,393,408,REHAB/REPAIR,FAMILY
2018,"BONNEVILLE MORTGAGE COMPANY, LLC",BRENT MANOR PAYETTE LLC,BRENT MANOR APARTMENTS,1615 CENTER ST,PAYETTE,ID,836600000,2019-09-10T05:00:00Z,500000,5070528,7433,55400,4,22,589,716,REHAB/REPAIR,FAMILY
2015,"BONNEVILLE MORTGAGE COMPANY, LLC","BRENTWOOD PARK AL, LP",BRENTWOOD PARK APARTMENTS,131 BROADWAY AVE,TALLADEGA,AL,351600000,2017-01-20T06:00:00Z,1729000,7093875,15676,35209,14,6,617,689,REHAB/REPAIR,FAMILY
2017,"LUMENT REAL ESTATE CAPITAL, LLC","BRENTWOOD SENIOR I,  LP",BRENTWOOD AT DOUTHIT FERRY,DOUTHIT FERRY ROAD,CARTERSVILLE,GA,301210000,2018-04-13T05:00:00Z,1720800,11162856,19731,69700,63,7,539,631,NEW CONSTRUCTION,SENIOR
2019,"BONNEVILLE MORTGAGE COMPANY, LLC","BREWTON-HALL NEW APARTMENTS, LTD.",RIVER RUN APTS.,160 THE TRAIL,BREWTON,AL,364260000,2020-12-23T06:00:00Z,1443802,6469952,38319,42800,8,32,400,475,REHAB/REPAIR,FAMILY
2012,"BONNEVILLE MORTGAGE COMPANY, LLC","BRISAS DE PAZ ASSOCIATES, LP",BRISAS DE PAZ APARTMENTS,65921 FLORA AVENUE,DESERT HOT SPRINGS,CA,922400000,2013-06-04T05:00:00Z,1512000,16136668,9396,42887,11,26,530,624,NEW CONSTRUCTION,FAMILY
2006,"LUMENT REAL ESTATE CAPITAL, LLC",BRISTOL COURT APARTMENTS LP,BRISTOL COURT APARTMENTS,600 E. FIFTH STREET,WAVERLY,OH,459600000,2007-02-23T06:00:00Z,2392000,4455274,4433,33895,70,12,331,397,REHAB/REPAIR,SENIOR
2020,CHURCHILL MORTGAGE INVESTMENT LLC,"BRISTOW 800 KELLY, LLC",BRISTOW PLACE APARTMENTS,800 S KELLY AVE.,BRISTOW,OK,740100000,2020-10-14T05:00:00Z,1560000,3258670,4199,69700,0,9,0,725,REHAB/REPAIR,FAMILY
2024,CHURCHILL MORTGAGE INVESTMENT LLC,"BRITISH WOODS NC, LLC",BRITISH WOODS APARTMENTS,801 E LITTLETON RD,ROANOKE RAPIDS,NC,278700000,2024-08-22T05:00:00Z,618000,2568034,15229,55100,24,2,760,796,REHAB/REPAIR,SENIOR
2024,CHURCHILL MORTGAGE INVESTMENT LLC,"BRITTANY PLACE NC, LLC",BRITTANY PLACE APARTMENTS,210 BRITTANY PL,WASHINGTON,NC,278890000,2024-08-22T05:00:00Z,1140000,3486570,9875,73000,16,24,995,1070,REHAB/REPAIR,FAMILY
2010,WEST VIRGINIA HOUSING DEVELOPMENT FUND,BROOK VILLAGE LIMITED PARTNERSHIP,BROOK VILLAGE APARTMENTS,348 NORTHRIDGE DRIVE,LEWISBURG,WV,249010000,2011-12-21T06:00:00Z,570000,4281750,3624,44200,16,16,395,490,REHAB/REPAIR,SENIOR
2008,NORTHFIELD SAVINGS BANK,BROOKSIDE APARTMENTS L.P.,BROOKSIDE APARTMENTS,3 MALLETT'S BAY AVENUE,COLCHESTER,VT,54460000,2009-01-13T06:00:00Z,1335000,9587913,17180,51429,8,31,646,805,NEW CONSTRUCTION,FAMILY
2013,BELLWETHER ENTERPRISE REAL ESTATE,BROOKSIDE COMMONS LDHA LP,BROOKSIDE COMMONS,3 MALLETT'S BAY AVENUE,TRAVERSE CITY,MI,496860000,2016-06-01T05:00:00Z,2500000,11635447,14674,46300,16,36,400,468,NEW CONSTRUCTION,FAMILY
2024,CHURCHILL MORTGAGE INVESTMENT LLC,"BROOKSIDE NC, LLC",BROOKSIDE APARTMENTS,302 S AUSTIN ST,MAXTON,NC,283640000,2024-08-22T05:00:00Z,930000,2247049,2110,54700,10,22,700,750,REHAB/REPAIR,FAMILY
2020,"BONNEVILLE MORTGAGE COMPANY, LLC",BROOKSIDE SENIOR 2018 LTD PARNERSHIP,BROOKSIDE SENIOR APARTMENTS,738 MIKKELSEN DRIVE,AUBURN,CA,956030000,2020-03-31T05:00:00Z,717334,8611691,13330,76926,32,16,785,901,REHAB/REPAIR,SENIOR
2018,"LUMENT REAL ESTATE CAPITAL, LLC","BROOKSVILLE COURT APARTMENTS, LLC",BROOKSVILLE COURT APARTMENTS,213 ELIZABETH ST,BROOKSVILLE,KY,410040000,2020-06-17T05:00:00Z,600000,7140119,642,23250,28,10,573,690,REHAB/REPAIR,FAMILY
2019,"LUMENT REAL ESTATE CAPITAL, LLC",BROOKWAY VILLAGE NC LIMITED PARTNERSHIP,BROOKWAY VILLAGE,326 N. AVIATION AVENUE,NASHVILLE,NC,278560000,2019-02-27T06:00:00Z,852400,3197152,5352,40277,32,4,530,560,REHAB/REPAIR,FAMILY
2017,CHURCHILL MORTGAGE INVESTMENT LLC,"BROWNSBORO ABBINGTON HILL, LP.",ABBINGTON HILL OF BROWNSBORO,"INGRAM STREET, 180 FEET",BROWNSBORO,TX,757560000,2019-03-08T06:00:00Z,1958968,9642082,1039,49800,12,12,459,551,NEW CONSTRUCTION,FAMILY
2008,"LUMENT REAL ESTATE CAPITAL, LLC",BRYAN SENIOR HOUSING LP,BRYAN SENIOR HOUSING,1915 WILSON STREET,BRYAN,OH,435060000,2008-03-31T05:00:00Z,750400,5738921,8333,36978,12,30,322,360,NEW CONSTRUCTION,SENIOR
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT I, LP",CLINTON HILLS APARTMENTS,205 RINGO DRIVE,CLINTON,KY,420310000,2016-10-19T05:00:00Z,840000,2019136,1388,23949,8,8,495,570,REHAB/REPAIR,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT I, LP",BARDWELL MANOR,208 CHEATHAM STREET,BARDWELL,KY,420230000,2016-10-19T05:00:00Z,389000,1791427,723,24798,20,0,490,0,REHAB/REPAIR,SENIOR
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT I, LP",GARLAND MANOR,215 ROAD STREET,BARDWELL,KY,420230000,2016-10-19T05:00:00Z,800000,2178174,723,24798,8,8,500,570,REHAB/REPAIR,FAMILY
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT I, LP",WINDHAVEN III APARTMENTS,305 N. 2ND STREET,MAYFIELD,KY,420660000,2016-10-19T05:00:00Z,305000,1063800,10024,25089,10,2,429,509,REHAB/REPAIR,SENIOR
2016,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT I, LP",MAYFIELD MANOR,320 E. JAMES STREET,MAYFIELD,KY,420660000,2016-10-19T05:00:00Z,430000,2417455,10024,25089,24,0,475,0,REHAB/REPAIR,SENIOR
2018,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT II, LP",HAYWOOD MANOR APARTMENTS,683 TAMM STREET,BROWNSVILLE,TN,380120000,2018-11-20T06:00:00Z,810000,2698462,10292,34182,25,0,538,0,REHAB/REPAIR,SENIOR
2018,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT II, LP",HIGHLAND GARDENS APARTMENTS,910 SOUTH POLK STREET,BOLIVAR,TN,380080000,2018-11-20T06:00:00Z,849612,2437683,5417,31801,20,6,520,580,REHAB/REPAIR,SENIOR
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",LAKE STREET APARTMENTS,307 LAKE STREET,SOMERVILLE,TN,380680000,2024-09-18T05:00:00Z,1760000,4016475,3423,58850,8,12,1069,1169,REHAB/REPAIR,FAMILY
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",BLUEBIRD MANOR APARTMENTS,537 BLUE BIRD MANOR,BROWNSVILLE,TN,380120000,2024-09-18T05:00:00Z,2610000,5319106,9661,71350,36,0,915,0,REHAB/REPAIR,SENIOR
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",HENNING VILLAGE APTS,356 MAIN ST,HENNING,TN,380410000,2024-09-18T05:00:00Z,1845000,5893552,880,44700,8,24,1207,1288,REHAB/REPAIR,FAMILY
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",STANTON VILLAGE APARTMENTS,112 N MAIN STREET,STANTON,TN,380690000,2024-09-18T05:00:00Z,3000000,6031294,415,48300,8,32,1104,1182,REHAB/REPAIR,FAMILY
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",COVINGTON VILLAGE APTS,198 VILLAGE ROAD,COVINGTON,TN,380190000,2024-09-18T05:00:00Z,3500000,6749309,8663,71350,16,32,963,1059,REHAB/REPAIR,FAMILY
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",TRENTON HOLIDAY HOUSE APTS,644 GIBSON ROAD,TRENTON,TN,383820000,2024-09-18T05:00:00Z,3000000,6927939,4263,56050,52,0,1165,0,REHAB/REPAIR,SENIOR
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",TIPTON VILLAGE APTS.,149 JAMIE LYNN COVE,COVINGTON,TN,380190000,2024-09-18T05:00:00Z,3500000,6901634,8663,71350,16,32,959,1182,REHAB/REPAIR,FAMILY
2024,"BONNEVILLE MORTGAGE COMPANY, LLC","BTT DEVELOPMENT IV, LP",OAKLAND APARTMENTS,55 EISENGER COVE,OAKLAND,TN,380600000,2024-09-18T05:00:00Z,1170000,2443857,9520,58850,16,0,1115,0,REHAB/REPAIR,SENIOR
2015,BELLWETHER ENTERPRISE REAL ESTATE,"BUCKEYE COMMUNITY FORTY NINE, LP",LOGAN TERRACE,200 NORWOOD AVE.,LOGAN,OH,431380000,2017-02-01T06:00:00Z,950000,9537053,7152,53811,38,42,442,501,REHAB/REPAIR,FAMILY
2018,"LUMENT REAL ESTATE CAPITAL, LLC","BUCKEYE COMMUNITY FORTY ONE, LP",COUNTRY APARTMENTS,600 NORTH HIGH STREET,BROWNSTOWN,IN,472200000,2019-06-20T05:00:00Z,1675000,8634068,13756,49891,0,44,0,603,REHAB/REPAIR,FAMILY
